***
*
*  Exported on: 03.02.2018
*  This data is owned by Butterfly Avionics GmbH and licensed under the CC BY-NC-SA,
*  not to be used for commercial purposes. For more information on commercial licensing visit
*  
*  http://www.openaip.net/commercial-licensing
*  
*  openAIP data is not certified and must not be used for primary navigation or flight planning.
*  NEVER RELY ON OPENAIP DATA. openAIP data contains errors. Using openAIP data may
*  result in serious injury or death, use at your own risk!
*  
*  OPENAIP OFFERS THE WORK AS-IS AND MAKES NO REPRESENTATIONS OR WARRANTIES OF ANY KIND
*  CONCERNING THE WORK, EXPRESS, IMPLIED, STATUTORY OR OTHERWISE, INCLUDING, WITHOUT LIMITATION,
*  WARRANTIES OF TITLE, MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, NONINFRINGEMENT, OR
*  THE ABSENCE OF LATENT OR OTHER DEFECTS, ACCURACY, OR THE PRESENCE OF ABSENCE OF ERRORS,
*  WHETHER OR NOT DISCOVERABLE. SOME JURISDICTIONS DO NOT ALLOW THE EXCLUSION OF IMPLIED
*  WARRANTIES, SO THIS EXCLUSION MAY NOT APPLY TO YOU.
*  
*  EXCEPT TO THE EXTENT REQUIRED BY APPLICABLE LAW, IN NO EVENT WILL OPENAIP BE LIABLE TO YOU ON
*  ANY LEGAL THEORY FOR ANY SPECIAL, INCIDENTAL, CONSEQUENTIAL, PUNITIVE OR EXEMPLARY DAMAGES
*  ARISING OUT OF THIS LICENSE OR THE USE OF THE WORK, EVEN IF OPENAIP HAS BEEN ADVISED OF THE
*  POSSIBILITY OF SUCH DAMAGES.
*
***

**************************
*
* OPENAIP WAYPOINTS EXPORT
*
* VERSION= 1786539
*
**************************
126,27:04:09N,111:57:43W,7.0M,A,PUNTA CHIVATO AIRPORT,|,
127,23:48:12N,109:42:25W,10.0M,A,PUNTA PESCADERO AIRPORT,|MMPP,
128,28:24:45N,112:51:35W,2.0M,A,PUNTA SAN FRANCISQUITO AIRSTRIP,|,
129,20:37:02N,100:11:10W,1919.0M,A,QUERéTARO INTERCONTINENTAL AIRPORT,118.95|MMQT,
130,27:26:38N,99:34:14W,148.0M,A,QUETZALCOATL INTERNATIONAL AIRPORT,|MMNL,
131,24:25:06N,104:53:10W,2500.0M,A,RANCHO EL DURANGUENO AIRPORT,|,
132,29:47:35N,114:24:06W,3.0M,A,RANCHO GRANDE AIRSTRIP,|,
133,26:38:08N,100:53:24W,671.0M,A,RANCHO GUADALUPE SOUTH AIRPORT,|,
134,30:28:51N,109:38:38W,1435.0M,A,RANCHO LA MILPITA AIRPORT,|,
135,23:44:17N,98:03:40W,30.0M,A,RANCHO MARINA VIEJA AIRPORT,|,
136,26:40:43N,100:10:16W,274.0M,A,RANCHO SAN SALVADOR NORTHEAST AIRPORT,|,
137,29:43:33N,114:42:00W,562.0M,A,RANCHO SANTA YNES AIRPORT,|,
138,21:57:46N,100:00:29W,1000.0M,A,RIO VERDE AIRPORT,|,
139,16:12:45N,95:12:06W,23.0M,A,SALINA CRUZ NAVAL AIR STATION,|,
140,16:41:25N,92:31:48W,2349.0M,A,SAN CRISTOBAL DE LAS CASAS AIRPORT,|MMSC,
141,30:55:49N,114:48:32W,45.0M,A,SAN FELIPE INTERNATIONAL AIRPORT,118.5|MMSF,
142,27:17:48N,112:56:17W,244.0M,A,SAN IGNACIO AIRPORT,|,
143,32:26:43N,114:47:53W,15.0M,A,SAN LUIS RíO COLORADO AIRPORT,|,
144,19:45:19N,99:00:59W,2246.0M,A,SANTA LUCIA AIR FORCE BASE,|MMSM,
145,25:30:24N,100:05:02W,396.0M,A,SERGIO PEREZ DE LEON,|XSPL,
146,30:40:28N,110:55:52W,773.0M,A,TACICURI AIRPORT,|,
147,20:36:10N,97:27:39W,151.0M,A,TAJIN AIRPORT,|MMPA,
148,16:27:49N,98:23:35W,149.0M,A,TA LO DE SOTO AIRPORT,|,
149,22:02:18N,98:48:23W,50.0M,A,TAMUIN AIRPORT,|MMTN,
150,14:47:39N,92:22:12W,30.0M,A,TAPACHULA INTERNATIONAL AIRPORT,118.2|MMTP,
151,18:29:50N,97:25:12W,1679.0M,A,TEHUACAN AIRPORT,|MMHC,
152,16:44:24N,93:10:24W,582.0M,A,TERáN AIR BASE,118.45|MMTB,
153,19:52:26N,98:56:37W,2316.0M,A,TIZAYUCA AIRPORT,|MM28,
154,19:32:17N,98:10:25W,2508.0M,A,TLAXCALA AIRPORT,|MMTA,
155,25:34:06N,103:24:40W,1124.0M,A,TORREON INTERNATIONAL AIRPORT,118.5|MMTC,
156,20:13:38N,87:26:18W,2.0M,A,TULUM NAVAL AIR STATION,|,
157,19:35:02N,103:23:02W,1225.0M,A,TUXPAN AIRPORT,|MMTX,
158,25:41:07N,109:04:52W,5.0M,A,VALLE DEL FUERTE INTERNATIONAL AIRPORT,118.8|MMLM,
159,22:57:14N,98:57:35W,115.0M,A,XICOTENCATL AIRPORT,|,
160,16:59:60N,96:43:36W,1521.0M,A,XOXOCOTLAN INTERNATIONAL AIRPORT,118.3|MMOX,
161,28:21:17N,108:55:30W,1536.0M,A,YéCORA AIRPORT,|,
162,20:02:42N,102:16:34W,1567.0M,A,ZAMORA AIRPORT,|MMZM,
163,20:45:21N,103:27:54W,1625.0M,A,ZAPOPAN AIRPORT,126.2|MMZP,
164,27:02:09N,108:56:53W,400.0M,A,ÁLAMOS AIRPORT,|,
